,rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,CurrentDate,multi,Nation
548,4,29,2,0,20186652,오늘도 평화로운,2019-04-04,688300,3.9,414800,151.7,15912060,91,54,145.9,1881,13,14,2019-04-14,Y,K
549,5,30,0,0,20188117,강변호텔,2019-03-27,638000,3.6,171400,36.7,47926036,74,5,7.2,6090,11,11,2019-04-14,Y,K
550,6,31,1,0,20185484,안나 카레니나,2018-06-29,789000,0.0,-381000,-32.6,61894300,70,-27,-27.8,4468,2,2,2019-04-14,N,K
551,7,32,4,0,20175407,우상,2019-03-20,473000,0.0,170500,56.4,1570705728,52,20,62.5,182347,4,4,2019-04-14,N,K
552,6,33,-2,0,20183345,한강에게,2019-04-04,334000,1.9,-256500,-43.4,15198480,48,-43,-47.3,2092,10,12,2019-04-14,Y,K
553,8,34,0,0,20156564,부산행,2016-07-20,214000,0.0,-209500,-49.5,93183477548,33,-30,-47.6,11567003,9,9,2019-04-14,N,K
554,7,35,3,0,20183374,파도치는 땅,2019-04-04,208000,1.2,168000,420.0,6016700,31,24,342.9,769,8,9,2019-04-14,Y,K
555,9,36,4,0,20185478,극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,232500,0.0,44500,23.7,4483375140,31,5,19.2,574969,2,3,2019-04-14,N,K
556,10,37,-1,0,20180804,곤지암,2018-03-28,178500,0.0,-99000,-35.7,21443024144,27,-15,-35.7,2675700,6,6,2019-04-14,N,K
557,8,38,-5,0,20170272,산상수훈,2017-12-07,269000,1.5,-701000,-72.3,395943700,25,-78,-75.7,53099,1,1,2019-04-14,Y,K
558,9,39,-1,0,20185350,칠곡 가시나들,2019-02-27,88000,0.5,-48000,-35.3,335534400,13,-10,-43.5,41016,3,3,2019-04-14,Y,K
559,10,40,4,0,20187301,선희와 슬기,2019-03-27,70000,0.4,63500,976.9,15548280,10,9,900.0,1953,4,4,2019-04-14,Y,K
560,1,1,0,0,20183096,생일,2019-04-03,237271000,49.6,-614278350,-72.1,6638607431,30109,-68023,-69.3,791885,800,2951,2019-04-15,N,K
561,1,2,0,0,20185406,헬보이,2019-04-10,144298710,29.9,-401342960,-73.6,2062683064,17854,-42720,-70.5,238097,632,2344,2019-04-15,N,F
562,2,3,0,0,20180825,미성년,2019-04-11,130548280,27.3,-257731770,-66.4,1372176420,16229,-27322,-62.7,157817,612,2499,2019-04-15,N,K
563,3,4,0,0,20176103,돈,2019-03-20,96079800,20.1,-241917500,-71.6,28253349082,12075,-25904,-68.2,3314859,522,1469,2019-04-15,N,K
564,2,5,4,0,20198403,파이브 피트,2019-04-10,55478810,11.5,-97495810,-63.7,649675570,6684,-10159,-60.3,74079,428,953,2019-04-15,N,F
565,3,6,0,0,20198104,바이스,2019-04-11,52250000,10.8,-125674600,-70.6,717657500,6494,-13581,-67.7,83882,225,811,2019-04-15,N,F
566,4,7,1,0,20198844,아이 엠 마더,2019-04-11,44781200,9.3,-110965100,-71.2,488241200,5903,-11761,-66.6,57996,180,720,2019-04-15,N,F
567,5,8,-1,0,20197423,공포의 묘지,2019-04-10,46108760,9.5,-115655440,-71.5,809656436,5508,-12350,-69.2,92642,442,1086,2019-04-15,N,F
568,6,9,1,0,20185352,어스,2019-03-27,39057890,8.1,-112819050,-74.3,12421225974,4638,-11922,-72.0,1455541,366,699,2019-04-15,N,F
569,7,10,-5,0,20196244,샤잠!,2019-04-03,35246180,7.3,-161282010,-82.1,5612437837,4207,-17724,-80.8,641178,462,954,2019-04-15,N,F
570,1,11,0,0,20183773,장난스런 키스,2019-03-27,31658350,63.9,-100831810,-76.1,3217166578,3831,-11503,-75.0,394379,274,505,2019-04-15,Y,F
571,8,12,1,0,20181877,캡틴 마블,2019-03-06,26891840,5.6,-69979820,-72.2,50625672473,3309,-7712,-70.0,5699648,205,318,2019-04-15,N,F
572,9,13,0,1,20183454,요로나의 저주,2019-04-17,16425000,3.4,16425000,100.0,24029000,1825,1825,100.0,2671,9,9,2019-04-15,N,F
573,1,14,0,0,20197092,로망,2019-04-03,8149230,66.4,-4344000,-34.8,517564560,1269,-348,-21.5,67471,88,118,2019-04-15,Y,K
574,2,15,0,0,20197088,퍼스트 리폼드,2019-04-11,4557180,9.2,-4077420,-47.2,49582220,641,-418,-39.5,6067,50,81,2019-04-15,Y,F
575,10,16,-2,0,20196025,덤보,2019-03-27,4778700,1.0,-120650500,-96.2,2659432262,639,-14766,-95.9,330330,100,122,2019-04-15,N,F
576,4,17,0,1,19908057,파업전야,2019-05-01,5337000,1.1,5337000,100.0,5785500,593,593,100.0,663,4,4,2019-04-15,N,K
577,5,18,0,1,20185784,나의 특별한 형제,2019-05-01,3444000,0.7,3444000,100.0,10674000,574,574,100.0,2020,3,3,2019-04-15,N,K
578,6,19,-1,0,20196601,항거:유관순 이야기,2019-02-27,2731000,0.6,2059200,306.5,9263653101,401,275,218.3,1153142,8,9,2019-04-15,N,K
579,2,20,0,1,20198597,교회오빠,2019-05-16,2400000,19.6,2400000,100.0,7698000,400,400,100.0,1076,1,1,2019-04-15,Y,K
580,3,21,0,0,20199009,나의 작은 시인에게,2019-04-04,2575900,5.2,-2924600,-53.2,73882730,353,-334,-48.6,9225,34,47,2019-04-15,Y,F
581,4,22,3,0,20181668,치에리와 체리,2018-09-27,1607000,3.2,-5000,-0.3,24028000,321,-1,-0.3,4812,1,1,2019-04-15,Y,F
582,5,23,3,0,20183821,무곡,2018-04-19,1302000,2.6,25000,2.0,17057000,260,5,2.0,3423,1,1,2019-04-15,Y,F
583,7,24,0,1,20198982,크게 될 놈,2019-04-18,1356000,0.3,1356000,100.0,10981000,226,226,100.0,1329,1,1,2019-04-15,N,K
584,6,25,0,0,20198125,12번째 솔저,2019-04-11,1510480,3.0,-1953410,-56.4,11174790,200,-235,-54.0,1440,37,47,2019-04-15,Y,F
585,7,26,-3,0,20184574,그린 북,2019-01-09,1109800,2.2,-3259400,-74.6,3601169310,170,-444,-72.3,427890,16,21,2019-04-15,Y,F
586,8,27,0,1,19518015,욕망이라는 이름의 전차, ,309000,0.6,309000,100.0,23481500,153,153,100.0,10023,1,3,2019-04-15,Y,F
587,9,28,-4,0,20197145,루스 베이더 긴즈버그 : 나는 반대한다,2019-03-28,925300,1.9,-3250380,-77.8,70400650,132,-395,-75.0,8937,19,26,2019-04-15,Y,F
588,10,29,-1,0,20181171,바울,2018-10-31,254000,0.5,-53000,-17.3,2138075900,117,-34,-22.5,272721,1,5,2019-04-15,Y,F
589,8,30,-4,0,20198043,아픈 만큼 사랑한다,2019-04-03,633500,0.1,-1748000,-73.4,69135500,79,-290,-78.6,8680,11,19,2019-04-15,N,K
590,3,31,0,0,20189803,막다른 골목의 추억,2019-04-04,481900,3.9,-471100,-49.4,22843260,73,-42,-36.5,2741,11,14,2019-04-15,Y,K
591,4,32,2,0,20188117,강변호텔,2019-03-27,658500,5.4,20500,3.2,48584536,73,-1,-1.4,6163,10,11,2019-04-15,Y,K
592,5,33,0,1,20100513,마부, ,118000,1.0,118000,100.0,19121000,59,59,100.0,10118,1,4,2019-04-15,Y,K
593,9,34,1,0,20180804,곤지암,2018-03-28,168000,0.0,-10500,-5.9,21443192144,25,-2,-7.4,2675725,7,7,2019-04-15,N,K
594,10,35,-2,0,20156564,부산행,2016-07-20,135500,0.0,-78500,-36.7,93183613048,21,-12,-36.4,11567024,7,7,2019-04-15,N,K
595,6,36,-2,0,20186652,오늘도 평화로운,2019-04-04,155000,1.3,-533300,-77.5,16067060,19,-72,-79.1,1900,10,10,2019-04-15,Y,K
596,7,37,-1,0,20183345,한강에게,2019-04-04,112000,0.9,-222000,-66.5,15310480,17,-31,-64.6,2109,13,14,2019-04-15,Y,K
597,8,38,5,0,20174042,히치하이크,2019-03-14,53000,0.4,32000,152.4,9756550,7,4,133.3,1388,2,2,2019-04-15,Y,K
598,9,39,3,0,20183382,예수보다 낯선,2019-04-04,37000,0.3,-25000,-40.3,4648080,6,-1,-14.3,549,4,4,2019-04-15,Y,K
599,10,40,-8,0,20197483,1919 유관순,2019-03-14,20000,0.2,-1585000,-98.8,443971910,3,-198,-98.5,53644,2,2,2019-04-15,Y,K
600,1,1,0,0,20183096,생일,2019-04-03,327654830,51.9,90383830,38.1,6966262261,42389,12280,40.8,834274,827,3085,2019-04-16,N,K
601,2,2,0,0,20180825,미성년,2019-04-11,119282180,18.9,-11266100,-8.6,1491458600,15017,-1212,-7.5,172834,628,2381,2019-04-16,N,K
602,1,3,0,0,20185406,헬보이,2019-04-10,111023090,27.3,-33275620,-23.1,2173706154,13726,-4128,-23.1,251823,623,2240,2019-04-16,N,F
603,3,4,0,0,20176103,돈,2019-03-20,81036650,12.8,-15043150,-15.7,28334385732,10446,-1629,-13.5,3325305,542,1418,2019-04-16,N,K
604,4,5,1,0,20185784,나의 특별한 형제,2019-05-01,59054000,9.4,55610000,1614.7,69728000,8945,8371,1458.4,10965,48,48,2019-04-16,N,K
605,2,6,0,0,20198403,파이브 피트,2019-04-10,53634020,13.2,-1844790,-3.3,703309590,6529,-155,-2.3,80608,424,945,2019-04-16,N,F
606,3,7,0,0,20198104,바이스,2019-04-11,48050500,11.8,-4199500,-8.0,765708000,5891,-603,-9.3,89773,226,796,2019-04-16,N,F
607,4,8,0,0,20198844,아이 엠 마더,2019-04-11,36424700,8.9,-8356500,-18.7,524665900,4630,-1273,-21.6,62626,189,706,2019-04-16,N,F
608,5,9,3,0,20181877,캡틴 마블,2019-03-06,33919240,8.3,7027400,26.1,50659591713,4202,893,27.0,5703850,213,346,2019-04-16,N,F
609,6,10,0,0,20185352,어스,2019-03-27,34913550,8.6,-4144340,-10.6,12456139524,4141,-497,-10.7,1459682,349,667,2019-04-16,N,F
610,7,11,-2,0,20197423,공포의 묘지,2019-04-10,33475580,8.2,-12633180,-27.4,843132016,4034,-1474,-26.8,96676,421,970,2019-04-16,N,F
611,8,12,-1,0,20196244,샤잠!,2019-04-03,33353830,8.2,-1892350,-5.4,5645791667,4019,-188,-4.5,645197,437,871,2019-04-16,N,F
612,1,13,0,0,20183773,장난스런 키스,2019-03-27,27458470,53.8,-4199880,-13.3,3244625048,3376,-455,-11.9,397755,266,475,2019-04-16,Y,F
613,5,14,0,1,20188393,"다시, 봄",2019-04-17,18862000,3.0,18862000,100.0,30618000,2066,2066,100.0,3542,7,7,2019-04-16,N,K
614,1,15,0,0,20197092,로망,2019-04-03,8323900,44.6,174670,2.1,525888460,1280,11,0.9,68751,82,112,2019-04-16,Y,K
615,6,16,8,0,20175407,우상,2019-03-20,8594000,1.4,8559000,24454.3,1579334728,956,951,19020.0,183308,6,6,2019-04-16,N,K
616,2,17,8,0,20197483,1919 유관순,2019-03-14,7880000,42.3,7860000,39300.0,451851910,935,932,31066.7,54579,3,5,2019-04-16,Y,K
617,9,18,1,0,20196025,덤보,2019-03-27,5205030,1.3,426330,8.9,2664637292,750,111,17.4,331080,102,125,2019-04-16,N,F
618,7,19,0,1,20182501,왓칭,2019-04-17,6660000,1.1,6660000,100.0,21597000,740,740,100.0,2583,3,3,2019-04-16,N,K
619,2,20,0,0,20197088,퍼스트 리폼드,2019-04-11,4498260,8.8,-58920,-1.3,54080480,618,-23,-3.6,6685,46,75,2019-04-16,Y,F
620,10,21,1,0,20198146,콜레트,2019-03-27,3832180,0.9,683400,21.7,365550511,551,105,23.5,45247,45,60,2019-04-16,N,F
621,8,22,-1,0,20198982,크게 될 놈,2019-04-18,4500000,0.7,3144000,231.9,15481000,500,274,121.2,1829,3,3,2019-04-16,N,K
622,3,23,0,1,20199623,고양이 여행 리포트,2019-05-09,3024000,5.9,3024000,100.0,5348000,432,432,100.0,764,1,1,2019-04-16,Y,F
623,4,24,0,1,20180802,러브리스,2019-04-18,3140000,6.2,3140000,100.0,12526000,286,286,100.0,1495,1,1,2019-04-16,Y,F
624,5,25,-2,0,20199009,나의 작은 시인에게,2019-04-04,2040800,4.0,-535100,-20.8,75923530,273,-80,-22.7,9498,37,47,2019-04-16,Y,F
625,9,26,0,1,20199543,이웃집 형수-무삭제,2019-04-16,1178000,0.2,1178000,100.0,1178000,243,243,100.0,243,19,19,2019-04-16,N,K
626,6,27,0,0,20198125,12번째 솔저,2019-04-11,1514250,3.0,3770,0.2,12689040,224,24,12.0,1664,38,46,2019-04-16,Y,F
627,10,28,-2,0,20198043,아픈 만큼 사랑한다,2019-04-03,1043300,0.2,409800,64.7,70178800,208,129,163.3,8888,12,16,2019-04-16,N,K
628,7,29,0,0,20184574,그린 북,2019-01-09,1316900,2.6,207100,18.7,3602486210,193,23,13.5,428083,16,22,2019-04-16,Y,F
629,8,30,1,0,20197145,루스 베이더 긴즈버그 : 나는 반대한다,2019-03-28,999650,2.0,74350,8.0,71400300,131,-1,-0.8,9068,22,26,2019-04-16,Y,F
630,9,31,0,1,20196743,더 캡틴,2019-04-25,1134000,2.2,1134000,100.0,1134000,126,126,100.0,126,1,1,2019-04-16,Y,F
631,3,32,7,0,20185350,칠곡 가시나들,2019-02-27,469000,2.5,450000,2368.4,336022400,121,118,3933.3,41140,6,6,2019-04-16,Y,K
632,10,33,1,0,20185576,콜드 체이싱,2019-02-20,106000,0.2,-7000,-6.2,774092607,101,-1,-1.0,100928,1,2,2019-04-16,Y,F
633,4,34,0,1,20186646,딥,2018-09-06,171000,0.9,171000,100.0,2119500,83,83,100.0,407,1,4,2019-04-16,Y,K
634,5,35,-2,0,20188117,강변호텔,2019-03-27,443500,2.4,-215000,-32.6,49028036,65,-8,-11.0,6228,16,17,2019-04-16,Y,K
635,6,36,-3,0,20189803,막다른 골목의 추억,2019-04-04,411500,2.2,-70400,-14.6,23254760,56,-17,-23.3,2797,7,11,2019-04-16,Y,K
636,7,37,0,0,20183345,한강에게,2019-04-04,349000,1.9,237000,211.6,15659480,54,37,217.6,2163,18,23,2019-04-16,Y,K
637,8,38,0,1,20100737,잊혀진 가방,2010-07-29,104000,0.6,104000,100.0,59908500,52,52,100.0,8957,1,4,2019-04-16,Y,K
638,9,39,-4,0,20100513,마부, ,88000,0.5,-30000,-25.4,19209000,44,-15,-25.4,10162,1,4,2019-04-16,Y,K
639,10,40,-1,0,20183382,예수보다 낯선,2019-04-04,95000,0.5,58000,156.8,4743080,18,12,200.0,567,7,7,2019-04-16,Y,K
640,1,1,0,0,20183096,생일,2019-04-03,254784140,44.6,-72870690,-22.2,7221046401,32539,-9850,-23.2,866813,709,2719,2019-04-17,N,K
641,1,2,14,0,20183454,요로나의 저주,2019-04-17,198250890,39.3,196720890,12857.6,223809890,23480,23310,13711.8,26321,579,2707,2019-04-17,N,F
642,2,3,0,0,20180825,미성년,2019-04-11,98595450,17.3,-20686730,-17.3,1590054050,12303,-2714,-18.1,185137,536,1600,2019-04-17,N,K
643,2,4,-1,0,20185406,헬보이,2019-04-10,83873940,16.6,-27149150,-24.5,2257580094,10417,-3309,-24.1,262240,524,1760,2019-04-17,N,F
644,3,5,4,0,20182501,왓칭,2019-04-17,64820050,11.4,58160050,873.3,86417050,8181,7441,1005.5,10764,488,1501,2019-04-17,N,K
645,4,6,-1,0,20176103,돈,2019-03-20,65826140,11.5,-15210510,-18.8,28400211872,8177,-2269,-21.7,3333482,433,1086,2019-04-17,N,K
646,3,7,0,0,20198104,바이스,2019-04-11,43458300,8.6,-4592200,-9.6,809166300,5363,-528,-9.0,95136,193,638,2019-04-17,N,F
647,5,8,-1,0,20185784,나의 특별한 형제,2019-05-01,32229000,5.6,-26825000,-45.4,101957000,5050,-3895,-43.5,16015,19,23,2019-04-17,N,K
648,4,9,0,1,19990220,노팅 힐 ,1999-07-03,34328300,6.8,34328300,100.0,34613300,4512,4512,100.0,4615,168,512,2019-04-17,N,F
649,6,10,-1,0,20188393,"다시, 봄",2019-04-17,32372060,5.7,13510060,71.6,62990060,4124,2058,99.6,7666,360,822,2019-04-17,N,K
650,1,11,0,0,20183773,장난스런 키스,2019-03-27,32348500,62.2,4890030,17.8,3276973548,3955,579,17.2,401710,201,372,2019-04-17,Y,F
651,5,12,0,0,20181877,캡틴 마블,2019-03-06,31146390,6.2,-2772850,-8.2,50690738103,3880,-322,-7.7,5707730,146,241,2019-04-17,N,F
652,6,13,-2,0,20198844,아이 엠 마더,2019-04-11,26684100,5.3,-9740600,-26.7,551350000,3435,-1195,-25.8,66061,164,550,2019-04-17,N,F
653,7,14,-5,0,20198403,파이브 피트,2019-04-10,25956300,5.1,-27677720,-51.6,729265890,3087,-3442,-52.7,83695,166,317,2019-04-17,N,F
654,8,15,-2,0,20185352,어스,2019-03-27,15936360,3.2,-18977190,-54.4,12472075884,1884,-2257,-54.5,1461566,153,289,2019-04-17,N,F
655,9,16,-1,0,20196244,샤잠!,2019-04-03,12912020,2.6,-20441810,-61.3,5658703687,1679,-2340,-58.2,646876,194,321,2019-04-17,N,F
656,10,17,-3,0,20197423,공포의 묘지,2019-04-10,9077240,1.8,-24398340,-72.9,852209256,1109,-2925,-72.5,97785,186,303,2019-04-17,N,F
657,1,18,0,0,20197092,로망,2019-04-03,6730000,43.4,-1593900,-19.1,532618460,1046,-234,-18.3,69797,51,65,2019-04-17,Y,K
658,7,19,0,1,20197846,악질경찰,2019-03-20,8190000,1.4,8190000,100.0,2256043478,910,910,100.0,262158,3,3,2019-04-17,N,K
659,8,20,2,0,20198043,아픈 만큼 사랑한다,2019-04-03,4229500,0.7,3186200,305.4,74408300,665,457,219.7,9553,16,20,2019-04-17,N,K
660,2,21,0,0,20197088,퍼스트 리폼드,2019-04-11,4367600,8.4,-130660,-2.9,58448080,613,-5,-0.8,7298,46,72,2019-04-17,Y,F
661,2,22,0,0,20197483,1919 유관순,2019-03-14,5141500,33.2,-2738500,-34.8,456993410,585,-350,-37.4,55164,5,5,2019-04-17,Y,K
662,3,23,2,0,20199009,나의 작은 시인에게,2019-04-04,2761500,5.3,720700,35.3,78685030,400,127,46.5,9898,39,53,2019-04-17,Y,F
663,9,24,0,1,20174284,굿바이 마이 러브NK: 붉은 청춘,2019-05-02,2468000,0.4,2468000,100.0,3470000,361,361,100.0,506,2,2,2019-04-17,N,K
664,4,25,3,0,20184574,그린 북,2019-01-09,2071350,4.0,754450,57.3,3604557560,314,121,62.7,428397,16,22,2019-04-17,Y,F
665,5,26,0,1,20174205,하트스톤,2019-04-25,2040000,3.9,2040000,100.0,3640000,255,255,100.0,431,1,1,2019-04-17,Y,F
666,6,27,2,0,20197145,루스 베이더 긴즈버그 : 나는 반대한다,2019-03-28,1701500,3.3,701850,70.2,73101800,250,119,90.8,9318,19,24,2019-04-17,Y,F
667,10,28,0,1,20198912,노무현과 바보들,2019-04-18,2223000,0.4,2223000,100.0,5598000,247,247,100.0,622,1,1,2019-04-17,N,K
668,3,29,0,1,20184642,어른이 되면,2018-12-13,847000,5.5,847000,100.0,41814400,121,121,100.0,5843,1,1,2019-04-17,Y,K
669,4,30,-1,0,20185350,칠곡 가시나들,2019-02-27,685000,4.4,216000,46.1,336707400,114,-7,-5.8,41254,2,2,2019-04-17,Y,K
670,7,31,3,0,20185576,콜드 체이싱,2019-02-20,115000,0.2,9000,8.5,774207607,107,6,5.9,101035,7,8,2019-04-17,Y,F
671,8,32,7,0,20050348,비브르 사 비,1997-05-03,834000,1.6,312500,59.9,17476500,106,33,45.2,2318,8,8,2019-04-17,Y,F
672,9,33,0,1,20199586,아메리카 뮤직&와일드,2019-04-24,1200000,2.3,1200000,100.0,1200000,100,100,100.0,100,1,1,2019-04-17,Y,F
673,10,34,-4,0,20198125,12번째 솔저,2019-04-11,698280,1.3,-815970,-53.9,13387320,97,-127,-56.7,1761,20,22,2019-04-17,Y,F
674,5,35,1,0,20189803,막다른 골목의 추억,2019-04-04,707980,4.6,296480,72.0,23962740,94,38,67.9,2891,9,14,2019-04-17,Y,K
675,6,36,1,0,20183345,한강에게,2019-04-04,387000,2.5,38000,10.9,16046480,73,19,35.2,2236,15,18,2019-04-17,Y,K
676,7,37,-2,0,20188117,강변호텔,2019-03-27,456000,2.9,12500,2.8,49484036,56,-9,-13.8,6284,9,13,2019-04-17,Y,K
677,8,38,-4,0,20186646,딥,2018-09-06,108000,0.7,-63000,-36.8,2227500,54,-29,-34.9,461,1,4,2019-04-17,Y,K
678,9,39,3,0,20186652,오늘도 평화로운,2019-04-04,229000,1.5,155000,209.5,16370060,35,25,250.0,1945,8,8,2019-04-17,Y,K
679,10,40,3,0,20183374,파도치는 땅,2019-04-04,71000,0.5,37000,108.8,6135700,10,4,66.7,787,4,5,2019-04-17,Y,K
680,1,1,0,0,20183096,생일,2019-04-03,226770890,36.4,-28013250,-11.0,7447817291,29015,-3524,-10.8,895828,671,2496,2019-04-18,N,K
681,1,2,0,0,20183454,요로나의 저주,2019-04-17,169992450,39.0,-28258440,-14.3,393802340,20208,-3272,-13.9,46529,585,2505,2019-04-18,N,F
682,2,3,0,1,20198982,크게 될 놈,2019-04-18,108193550,17.4,108193550,100.0,123674550,14535,14535,100.0,16364,363,798,2019-04-18,N,K
683,3,4,-1,0,20180825,미성년,2019-04-11,83941210,13.5,-14654240,-14.9,1673995260,10363,-1940,-15.8,195500,507,1323,2019-04-18,N,K
684,2,5,0,0,20185406,헬보이,2019-04-10,65942960,15.1,-17930980,-21.4,2323523054,8238,-2179,-20.9,270478,488,1443,2019-04-18,N,F
685,4,6,0,0,20176103,돈,2019-03-20,52057990,8.4,-13768150,-20.9,28452269862,6667,-1510,-18.5,3340149,394,825,2019-04-18,N,K
686,5,7,-2,0,20182501,왓칭,2019-04-17,48280450,7.8,-16539600,-25.5,134697500,6125,-2056,-25.1,16889,465,1289,2019-04-18,N,K
687,3,8,1,0,19990220,노팅 힐 ,1999-07-03,31770700,7.3,-2557600,-7.5,66384000,4118,-394,-8.7,8733,173,542,2019-04-18,N,F
688,4,9,-1,0,20198104,바이스,2019-04-11,31218900,7.2,-12239400,-28.2,840385200,3906,-1457,-27.2,99042,182,516,2019-04-18,N,F
689,6,10,-1,0,20185784,나의 특별한 형제,2019-05-01,20236000,3.3,-11993000,-37.2,122193000,3877,-1173,-23.2,19892,14,14,2019-04-18,N,K
690,5,11,0,0,20181877,캡틴 마블,2019-03-06,31143580,7.2,-2810,0.0,50721881683,3822,-58,-1.5,5711552,135,222,2019-04-18,N,F
691,7,12,-1,0,20188393,"다시, 봄",2019-04-17,25742440,4.1,-6629620,-20.5,88732500,3296,-828,-20.1,10962,351,756,2019-04-18,N,K
692,8,13,2,0,20198912,노무현과 바보들,2019-04-18,24487320,3.9,22264320,1001.5,30085320,3259,3012,1219.4,3881,364,665,2019-04-18,N,K
693,6,14,0,0,20198844,아이 엠 마더,2019-04-11,20420100,4.7,-6264000,-23.5,571770100,2621,-814,-23.7,68682,151,458,2019-04-18,N,F
694,1,15,0,1,20199735,유랑지구,2019-04-18,18948480,32.1,18948480,100.0,20478480,2385,2385,100.0,2555,172,349,2019-04-18,Y,F
695,2,16,-1,0,20183773,장난스런 키스,2019-03-27,18249210,30.9,-14099290,-43.6,3295222758,2298,-1657,-41.9,404008,168,286,2019-04-18,Y,F
696,9,17,0,1,20198183,뽀로로 극장판 보물섬 대모험,2019-04-25,15345000,2.5,15345000,100.0,19629000,1705,1705,100.0,2317,6,6,2019-04-18,N,K
697,7,18,0,0,20198403,파이브 피트,2019-04-10,12897940,3.0,-13058360,-50.3,742163830,1570,-1517,-49.1,85265,132,207,2019-04-18,N,F
698,8,19,0,0,20185352,어스,2019-03-27,11814130,2.7,-4122230,-25.9,12483890014,1427,-457,-24.3,1462993,127,221,2019-04-18,N,F
699,9,20,0,0,20196244,샤잠!,2019-04-03,10917740,2.5,-1994280,-15.4,5669621427,1402,-277,-16.5,648278,129,199,2019-04-18,N,F
700,10,21,10,0,20198603,페이트 스테이 나이트 헤븐즈필 제2장 로스트 버터플라이,2019-03-21,10349880,2.4,9621770,1321.5,371115980,1329,1242,1427.6,41997,29,33,2019-04-18,N,F
701,10,22,0,1,20188083,뷰티플 마인드,2019-04-18,6944400,1.1,6944400,100.0,12962500,890,890,100.0,1592,155,236,2019-04-18,N,K
702,1,23,1,0,20197483,1919 유관순,2019-03-14,7470000,56.5,2328500,45.3,464463410,848,263,45.0,56012,3,5,2019-04-18,Y,K
703,2,24,-1,0,20197092,로망,2019-04-03,3691460,27.9,-3038540,-45.1,536309920,612,-434,-41.5,70409,33,37,2019-04-18,Y,K
704,3,25,0,1,20180802,러브리스,2019-04-18,4135600,7.0,4135600,100.0,16661600,548,548,100.0,2043,43,59,2019-04-18,Y,F
705,4,26,0,1,20175228,스탈린이 죽었다!,2019-04-18,2220000,3.8,2220000,100.0,4548000,309,309,100.0,620,22,31,2019-04-18,Y,F
706,5,27,-3,0,20197088,퍼스트 리폼드,2019-04-11,2179000,3.7,-2188600,-50.1,60627080,304,-309,-50.4,7602,30,35,2019-04-18,Y,F
707,6,28,-2,0,20184574,그린 북,2019-01-09,2472100,4.2,400750,19.3,3607029660,302,-12,-3.8,428699,12,15,2019-04-18,Y,F
708,7,29,-4,0,20199009,나의 작은 시인에게,2019-04-04,1620300,2.7,-1141200,-41.3,80305330,228,-172,-43.0,10126,24,33,2019-04-18,Y,F
709,3,30,0,1,20198597,교회오빠,2019-05-16,1332000,10.1,1332000,100.0,9030000,148,148,100.0,1224,1,1,2019-04-18,Y,K
710,8,31,21,0,20182773,인생 후르츠,2018-12-06,1427000,2.4,1333000,1418.1,541091530,144,134,1340.0,70088,2,3,2019-04-18,Y,F
711,9,32,0,1,20198908,베카신!,2019-04-25,1222000,2.1,1222000,100.0,1222000,140,140,100.0,140,2,2,2019-04-18,Y,F
712,10,33,0,1,20197552,출동! 도토리 구조대,2019-03-28,1048000,1.8,1048000,100.0,85588260,131,131,100.0,11471,1,1,2019-04-18,Y,F
713,4,34,1,0,20189803,막다른 골목의 추억,2019-04-04,134000,1.0,-573980,-81.1,24096740,29,-65,-69.1,2920,5,6,2019-04-18,Y,K
714,5,35,2,0,20188117,강변호텔,2019-03-27,177000,1.3,-279000,-61.2,49661036,22,-34,-60.7,6306,7,7,2019-04-18,Y,K
715,6,36,0,0,20183345,한강에게,2019-04-04,76000,0.6,-311000,-80.4,16122480,14,-59,-80.8,2250,5,5,2019-04-18,Y,K
716,7,37,0,1,20174442,뷰티풀 데이즈,2018-11-21,60000,0.5,60000,100.0,54809550,12,12,100.0,7345,1,1,2019-04-18,Y,K
717,8,38,3,0,20183374,파도치는 땅,2019-04-04,100000,0.8,29000,40.8,6235700,12,2,20.0,799,3,3,2019-04-18,Y,K
718,9,39,3,0,20183382,예수보다 낯선,2019-04-04,55000,0.4,31000,129.2,4822080,8,4,100.0,579,3,3,2019-04-18,Y,K
719,10,40,0,1,20120425,사랑해! 진영아,2013-11-07,14000,0.1,14000,100.0,35184000,7,7,100.0,5036,1,2,2019-04-18,Y,K
720,1,1,0,0,20183096,생일,2019-04-03,307912135,40.1,81141245,35.8,7755729426,36846,7831,27.0,932674,727,2744,2019-04-19,N,K
721,1,2,0,0,20183454,요로나의 저주,2019-04-17,257045425,38.9,87052975,51.2,650847765,28242,8034,39.8,74771,590,2589,2019-04-19,N,F
722,2,3,0,0,20198982,크게 될 놈,2019-04-18,102440730,13.3,-5752820,-5.3,226115280,12763,-1772,-12.2,29127,418,999,2019-04-19,N,K
